,age,review_count,chain,stars,tip_count,checkin_count,density,category_density
122183,4,1,1,1.7220102299005793,0,0,44.0,0.11363636363636365
122184,5,1,1,2.2949301362274865,0,0,35.0,0.11428571428571427
122271,8,0,244,0.7450073617375269,0,0,49.0,0.42857142857142855
122441,4,0,19,1.273648966617136,0,0,25.0,0.24
122459,3,0,1,0.7726224295422731,0,0,369.0,0.4065040650406504
122468,5,0,1,0.0,0,0,16.0,0.0625
122474,5,1,1,0.936813993252198,1,1,47.0,0.23404255319148934
122627,3,0,170,0.0,0,0,43.0,0.20930232558139536
122675,8,0,82,0.0,1,0,27.0,0.25925925925925924
122677,5,0,82,0.34083915859036873,0,0,34.0,0.35294117647058826
122689,2,0,82,0.4383436785249868,0,0,245.0,0.1510204081632653
122768,5,1,3,1.2038339103777234,0,0,34.0,0.08823529411764706
122971,3,0,95,0.6100338801544242,0,0,30.0,0.16666666666666666
122985,2,0,116,1.262235045012593,0,0,19.0,0.2631578947368421
123033,8,0,116,0.9037564451700418,0,0,60.0,0.13333333333333333
123135,4,0,1,0.0,0,0,15.0,0.06666666666666668
123206,7,0,28,0.8961065547941085,0,0,134.0,0.12686567164179105
123237,6,0,20,0.8995071298839844,0,0,41.0,0.4146341463414634
123244,3,0,20,0.0,0,0,58.0,0.4827586206896552
123306,6,0,151,0.9684576204668052,0,0,59.0,0.3050847457627119
123342,4,0,151,0.8153436505186568,0,0,79.0,0.34177215189873417
123382,7,0,151,0.4673643669858804,0,0,28.0,0.07142857142857142
123487,3,0,279,0.9625799759813588,0,0,121.0,0.371900826446281
123529,3,0,279,0.0,0,0,157.0,0.2420382165605096
123531,5,0,279,0.931437026177208,0,0,745.0,0.14630872483221474
123579,6,0,279,0.0,0,0,33.0,0.24242424242424246
123629,5,0,279,0.0,0,0,32.0,0.28125
123644,8,0,279,0.0,0,0,110.0,0.10909090909090907
123697,1,0,279,1.3846088157858292,0,0,72.0,0.125
123701,6,0,279,0.3171481382814797,0,0,55.0,0.4
123713,7,0,1,0.8886807512745025,0,0,764.0,0.1256544502617801
123848,6,0,7,0.7000794388770795,0,0,32.0,0.3125
123849,6,0,7,1.0366275301617467,0,0,46.0,0.3695652173913043
123850,6,0,7,0.7785286402508018,0,0,71.0,0.15492957746478872
123854,6,0,7,0.0,0,0,58.0,0.25862068965517243
123862,7,0,106,1.7211131283055434,0,0,23.0,0.3043478260869565
123948,6,0,106,0.8470867847819759,0,0,53.0,0.3207547169811321
124019,6,0,139,0.3879512016281585,0,0,27.0,0.14814814814814814
124036,8,0,139,0.4085059703739196,0,0,66.0,0.09090909090909093
124060,7,0,139,0.7005071057890173,0,1,48.0,0.08333333333333333
124070,6,0,139,1.2053363374946804,0,1,13.0,0.15384615384615385
124098,2,0,139,0.0,0,0,576.0,0.2065972222222222
124145,1,0,165,0.4407957445373151,0,0,33.0,0.24242424242424246
124154,5,0,165,1.26000996326074,0,0,26.0,0.3461538461538461
124201,7,0,165,0.35434558308554875,0,0,29.0,0.2413793103448276
124257,7,0,165,0.2883730835130495,0,0,86.0,0.1511627906976744
124258,5,0,165,0.7791595381035019,2,1,5.0,0.4
124272,4,0,1,0.0,0,0,19.0,0.2631578947368421
124280,2,1,1,1.345766225689044,0,0,364.0,0.03571428571428571
124282,1,0,1,1.069088218202186,0,0,172.0,0.19186046511627908
124366,2,0,66,0.0,0,0,89.0,0.1797752808988764
124528,6,1,2,1.0963814112097017,0,0,40.0,0.05
124529,9,0,2,0.940278765835643,1,0,46.0,0.2391304347826087
124530,3,0,2,1.1117174132389052,0,0,39.0,0.1282051282051282
124551,6,0,4,1.0231146718265518,0,0,38.0,0.2368421052631579
124553,2,0,5,1.0895841293958974,0,1,157.0,0.3248407643312102
124573,3,0,1,1.0940544583870921,0,0,86.0,0.13953488372093026
124610,6,0,18,0.6121816233250084,0,0,45.0,0.2
124616,4,0,18,1.3100144986693545,2,2,48.0,0.16666666666666666
124693,5,0,677,0.3838881713994256,0,0,18.0,0.5555555555555556
124709,5,0,677,0.0,0,0,4.0,0.25
125093,5,0,677,1.4266056913224463,0,0,9.0,0.4444444444444444
125315,6,0,1,0.0,0,0,46.0,0.043478260869565216
125323,2,0,53,1.5408939413270386,0,0,170.0,0.3588235294117647
125339,3,0,53,1.2186475330984132,0,0,26.0,0.5384615384615384
125364,2,0,53,0.8397273297825517,0,0,45.0,0.4888888888888889
125371,4,0,10,0.30063868789767995,0,0,180.0,0.15555555555555556
125423,7,0,66,0.6566237171356586,0,0,63.0,0.2857142857142857
125514,2,0,74,0.7272695087325087,0,0,2.0,0.5
125535,5,0,120,0.6666791221103163,0,0,115.0,0.2608695652173913
125545,5,0,120,0.3637095149102626,0,0,47.0,0.2765957446808511
125556,4,0,120,0.7950014545948879,0,0,45.0,0.3111111111111111
125562,4,0,120,1.1073816178753566,0,0,20.0,0.3
125604,5,0,120,0.0,0,0,41.0,0.3170731707317073
125695,4,0,1,1.2238635265506166,0,0,199.0,0.10552763819095476
125718,7,0,1,0.4330764659769591,1,0,6.0,0.3333333333333333
125819,9,0,1,1.280247941263175,0,0,266.0,0.31203007518796994
125821,7,0,1,1.5370448251307685,0,0,452.0,0.11946902654867254
125827,5,0,1,0.9573203170501642,0,0,1008.0,0.34523809523809523
125895,6,0,124,0.5075445566629992,0,0,396.0,0.1994949494949495
125918,5,0,124,0.8322643373702135,0,0,37.0,0.32432432432432434
125949,7,0,124,1.0738759900988442,0,0,44.0,0.13636363636363635
125965,8,0,16,0.8255129308477009,0,0,126.0,0.16666666666666666
125966,8,0,16,0.7621807730377124,0,0,1083.0,0.26869806094182824
125974,7,0,16,1.1972489667933222,0,1,59.0,0.15254237288135594
125985,3,0,32,1.029674100770793,0,0,64.0,0.296875
126017,1,0,1,0.9750963489876171,0,0,286.0,0.08741258741258741
126055,3,1,1,0.9105062653242104,2,0,59.0,0.05084745762711865
126064,1,0,1,1.433913476227915,0,0,214.0,0.0794392523364486
126094,2,0,29,0.6991310655789289,0,0,64.0,0.09375
126096,1,0,29,0.4756020138983338,0,0,78.0,0.16666666666666666
126107,3,0,29,0.9589807076003328,0,0,55.0,0.054545454545454536
126153,7,0,87,0.4582095089444972,0,0,51.0,0.3333333333333333
126255,2,0,1,1.2278220300010678,0,0,9.0,0.2222222222222222
126261,2,0,1,1.1930285242711998,0,0,1035.0,0.07632850241545894
126274,1,1,1,1.1987103756411657,1,1,188.0,0.1276595744680851
126392,6,0,120,0.5197409453275444,0,0,69.0,0.3623188405797101
126465,3,0,1,1.5124696537924969,0,0,203.0,0.18719211822660095
126476,5,0,1,0.7364601734406226,0,0,245.0,0.0326530612244898
126604,7,0,3,1.3087430729238696,0,0,376.0,0.11170212765957446
126607,7,0,1,0.967372368319792,0,0,136.0,0.2058823529411765
126623,10,0,4,0.3517089062757339,0,0,46.0,0.043478260869565216
126704,7,0,26,1.009684202968932,0,0,28.0,0.5357142857142857
126737,7,0,16,0.6789658179521559,0,0,31.0,0.5483870967741935
126747,4,0,1,1.3287617950471913,0,2,69.0,0.21739130434782608
126753,3,4,1,1.433809823896156,1,3,27.0,0.25925925925925924
126762,6,0,1,0.7024771546079828,0,0,33.0,0.3939393939393939
126801,5,0,39,0.7957726603104242,0,0,22.0,0.2727272727272727
126829,8,0,1,1.049469559538427,0,0,873.0,0.23596792668957614
126862,9,0,1,0.0,0,0,99.0,0.3434343434343434
126882,6,0,1,1.2172295539810596,2,0,72.0,0.04166666666666666
126910,2,0,4,1.2011779766075434,0,0,207.0,0.18840579710144928
127001,1,1,28,1.0308225011755607,0,0,202.0,0.04455445544554455
127022,1,4,1,1.1832600512087867,2,3,1196.0,0.30351170568561875
127023,2,1,1,1.2603675894557118,6,0,48.0,0.08333333333333333
127026,2,0,1,0.0,0,0,188.0,0.13297872340425532
127050,7,0,12,0.8708764975825611,0,0,53.0,0.4339622641509434
127148,4,0,35,1.1748183266703929,0,0,161.0,0.3726708074534161
127155,4,0,35,1.117881722009488,0,0,44.0,0.4545454545454545
127161,6,0,35,0.6370639209696948,0,0,201.0,0.263681592039801
127166,2,1,1,1.2328731157240316,2,0,53.0,0.4716981132075472
127194,8,0,13,0.7314088666688553,0,0,73.0,0.1095890410958904
127203,3,0,13,1.3538363768794686,0,0,45.0,0.04444444444444445
127227,1,0,1,1.0628994974702233,0,0,28.0,0.35714285714285715
127242,2,0,1,1.52850739794063,1,0,79.0,0.0759493670886076
127248,6,1,1,1.2693542201798762,1,2,45.0,0.37777777777777777
127249,5,1,1,1.9999876923526625,1,1,2.0,1.0
127254,9,0,11,0.839814829804907,0,0,34.0,0.14705882352941174
127271,9,0,1,1.0727740811431798,0,0,43.0,0.5116279069767442
127356,1,1,1,1.6718643877760766,1,0,103.0,0.1553398058252427
127359,8,0,1,1.0357094589218268,0,0,476.0,0.07352941176470587
127391,8,1,15,0.9952703498772352,0,1,34.0,0.5882352941176471
127404,8,0,8,1.4763662078972706,1,1,61.0,0.29508196721311475
127408,1,1,8,1.2473811469122875,0,0,51.0,0.29411764705882354
127479,5,1,1,1.0683395153657251,1,0,162.0,0.08641975308641975
127486,2,1,3,1.26832374764391,1,1,67.0,0.04477611940298507
127491,3,0,2,0.9171843610541728,0,0,24.0,0.16666666666666666
127519,6,0,38,0.916490407615964,0,0,39.0,0.20512820512820512
127562,7,1,39,1.1541973243700872,0,0,84.0,0.047619047619047616
127600,6,0,3,1.2094864499937148,0,0,25.0,0.12
127615,6,0,1,0.7168612436968608,0,0,10.0,0.4
127651,5,1,73,0.5729445310796643,1,2,23.0,0.39130434782608703
127848,8,0,6,1.4086802497272368,3,1,63.0,0.06349206349206349
127888,5,0,1,1.0302402036389782,0,0,63.0,0.19047619047619047
127936,2,0,1,0.9999977777716049,0,0,1.0,1.0
127950,9,0,2,0.8684622110940317,0,0,67.0,0.19402985074626866
128009,4,0,1,1.0574570651795059,0,2,35.0,0.08571428571428573
128011,7,0,1,1.1459967979597443,0,0,26.0,0.3461538461538461
128023,5,0,1,0.0,0,0,121.0,0.1900826446280992
128045,3,0,2,0.0,0,0,21.0,0.3809523809523809
128059,9,0,1,1.1263254629656645,0,0,80.0,0.275
128067,8,1,7,0.8193294457878872,2,1,216.0,0.462962962962963
128134,6,0,1,1.4707780907226535,0,0,367.0,0.08991825613079019
128165,5,0,1,0.9064940484250984,0,0,183.0,0.366120218579235
128199,6,0,26,1.3709065605568782,0,0,6.0,0.6666666666666666
128233,8,0,22,0.8134005253450952,0,0,48.0,0.1875
128241,5,0,22,0.5923265901756161,1,0,82.0,0.24390243902439024
128300,6,0,8,1.3194213288879166,0,0,933.0,0.03429796355841372
128305,3,0,1,1.4835005573412858,0,0,227.0,0.14977973568281938
128307,1,0,1,1.2838995206305186,1,0,623.0,0.15248796147672553
128315,7,0,23,0.7782679423119049,0,0,430.0,0.3186046511627907
128338,6,0,1,1.11592809625126,0,0,113.0,0.4070796460176992
128339,1,0,1,1.2408479941993624,0,0,1250.0,0.0712
128344,4,0,4,1.529676360075992,1,0,33.0,0.15151515151515152
128424,4,1,3,1.143823953660814,2,1,54.0,0.35185185185185186
128437,5,1,1,1.3697275653117442,0,0,57.0,0.14035087719298245
128453,6,0,1,1.655309267337363,0,0,89.0,0.033707865168539325
128477,8,0,15,0.4995474188328613,0,0,49.0,0.4081632653061225
128485,4,0,15,0.7302666397355164,0,1,46.0,0.39130434782608703
128536,5,6,2,1.6725385071130363,3,7,26.0,0.2692307692307692
128550,4,0,1,1.338421203339247,1,1,234.0,0.3717948717948718
128555,7,1,10,0.8152818085683613,0,0,119.0,0.025210084033613446
128556,7,1,10,1.1424797313574466,0,1,135.0,0.05185185185185185
128586,2,0,1,1.2716257412074772,0,0,122.0,0.3114754098360656
128637,6,0,1,1.3894361533025241,0,0,75.0,0.08
128670,4,1,7,1.5346647614970657,2,1,62.0,0.0967741935483871
128673,2,0,1,1.6696755732741286,0,0,77.0,0.23376623376623376
128677,6,0,1,0.0,0,0,122.0,0.4262295081967213
128678,7,0,39,1.1272470810517312,1,0,278.0,0.23741007194244604
128688,6,0,39,1.202869319504028,0,0,68.0,0.2058823529411765
128693,6,0,39,0.33573152779865395,0,0,14.0,0.2857142857142857
128695,7,0,39,0.0,0,0,42.0,0.3809523809523809
128704,6,0,39,1.2372799195463056,0,0,213.0,0.3286384976525822
128706,4,0,39,0.4216151292864864,0,0,28.0,0.21428571428571427
128714,5,0,39,1.213791902035366,0,0,21.0,0.3809523809523809
128805,8,0,1,1.4904373005932399,0,0,37.0,0.3783783783783784
128834,2,1,1,1.05891460120494,0,0,6.0,0.16666666666666666
128847,4,0,2,0.6960277826339543,1,0,34.0,0.2058823529411765
128866,5,0,1,0.8376233875127079,0,0,273.0,0.2087912087912088
128896,4,0,73,1.2681130255294764,0,0,20.0,0.05
128908,6,0,73,0.0,0,0,84.0,0.2380952380952381
128942,1,0,1,1.5575867062296076,1,0,219.0,0.4977168949771689
128965,1,0,1,1.4336647609024027,0,0,958.0,0.1231732776617954
128976,5,0,2,0.7159767365968291,0,0,54.0,0.12962962962962962
128986,1,1,1,1.2653536769274998,0,0,8.0,0.375
128993,6,0,1,0.34058379910575426,0,0,34.0,0.05882352941176471
129000,2,0,11,1.1215514260957793,0,0,147.0,0.2380952380952381
129045,6,0,1,1.2758827308168212,0,0,9.0,0.2222222222222222
129048,4,0,2,1.0427374352343293,0,1,45.0,0.04444444444444445
129078,7,0,1,0.0,0,0,178.0,0.3876404494382023
129080,4,0,1,1.8612044620711312,0,0,17.0,0.2352941176470588
129165,5,0,23,0.0,0,0,517.0,0.02707930367504836
129209,7,0,14,1.3958122321806814,0,0,117.0,0.19658119658119655
129221,3,0,2,0.3244235953964953,0,0,75.0,0.16
129274,5,1,1,1.3671950244117366,1,2,53.0,0.2452830188679245
129280,3,0,1,0.8546230611331086,1,0,64.0,0.0625
129306,7,0,6,1.0734865204489377,0,0,27.0,0.2962962962962963
129307,7,0,6,0.8946262820115404,0,0,19.0,0.05263157894736842
129308,8,0,6,0.9098404194490328,0,0,63.0,0.36507936507936506
129309,7,0,6,0.9453636600244254,0,0,97.0,0.2371134020618557
129314,1,1,1,1.2520974644029386,0,0,176.0,0.2784090909090909
129320,8,1,1,1.6537177870993556,8,3,20.0,0.1
129419,1,0,36,1.3187068836341496,0,0,30.0,0.16666666666666666
129425,5,0,36,2.3453181297905523,0,0,30.0,0.16666666666666666
129429,4,0,36,1.5247108500581363,0,0,72.0,0.18055555555555555
129430,2,0,36,1.652242133167893,0,0,41.0,0.17073170731707318
129444,3,0,36,0.6803110759057812,0,0,53.0,0.11320754716981132
129511,3,0,1,1.6289433855013349,0,0,213.0,0.056338028169014086
129518,1,1,1,1.6127977178794444,1,1,123.0,0.4227642276422765
129524,8,0,2,1.1127891819908668,0,0,122.0,0.04098360655737705
129548,11,0,1,1.273965506686781,0,0,307.0,0.2964169381107492
129551,7,1,1,1.1779307118441171,0,0,140.0,0.07142857142857142
129557,3,0,1,0.0,0,0,2.0,1.0
129562,2,1,1,1.5736220924792816,1,0,102.0,0.10784313725490197
129587,2,0,1,1.2471379709516146,1,0,152.0,0.1118421052631579
129610,3,1,2,1.1613058656386837,2,1,45.0,0.1111111111111111
129622,7,0,17,0.8574870071667309,0,0,931.0,0.2738990332975295
129624,8,1,17,0.9378025131322402,0,0,1089.0,0.10927456382001836
129650,1,0,1,1.0461154477664707,0,1,447.0,0.06263982102908278
129655,11,1,2,1.1300916960390377,0,1,28.0,0.10714285714285714
129656,8,1,2,1.7431211217747602,0,1,48.0,0.0625
129668,5,0,1,1.3647163002403038,1,2,17.0,0.1176470588235294
129673,7,0,7,1.3719618089846393,0,0,55.0,0.2727272727272727
129679,3,0,7,1.077029827426134,0,0,63.0,0.2222222222222222
129686,3,1,6,1.5364634739055538,1,0,28.0,0.21428571428571427
129719,3,0,1,1.4413663428283985,0,0,132.0,0.24242424242424246
129768,1,0,38,1.3548630668020831,0,0,177.0,0.2542372881355932
129792,3,0,28,1.2059586735474868,0,0,88.0,0.05681818181818181
129803,2,1,1,1.3016297189495372,0,0,33.0,0.2727272727272727
129819,2,2,1,1.2279492985189502,5,4,79.0,0.5063291139240507
129854,6,0,1,1.3257935239206269,0,0,94.0,0.39361702127659576
129880,8,0,12,1.2170373977595117,0,0,250.0,0.016
129895,6,0,28,0.8417554105762551,0,0,79.0,0.2911392405063291
129929,4,0,1,2.1292343337876667,0,0,39.0,0.07692307692307693
129940,5,0,8,0.9999979999840002,0,0,1.0,1.0
129956,1,0,2,1.6122592687195096,0,0,57.0,0.19298245614035087
129981,6,0,17,1.4827345848846996,0,0,89.0,0.33707865168539325
129999,7,0,1,0.9346055016896956,0,0,715.0,0.08811188811188811
130013,2,0,2,1.909810199569984,0,0,11.0,0.18181818181818185
130037,1,1,1,1.4447688743174951,0,2,75.0,0.2933333333333333
130040,7,0,1,0.7608947646914729,0,1,58.0,0.13793103448275862
130045,1,0,1,1.8803364381141618,1,0,19.0,0.42105263157894735
130050,9,0,1,1.1201160678330115,1,0,22.0,0.5909090909090909
130057,1,0,1,1.7773539536596312,0,0,98.0,0.20408163265306126
130063,1,1,1,1.076819614716247,0,0,47.0,0.4893617021276596
130080,3,0,4,1.3126144854123305,0,0,37.0,0.16216216216216214
130086,4,1,3,0.4911395997390233,0,0,30.0,0.06666666666666668
130107,2,1,1,1.4151209320656397,1,1,94.0,0.35106382978723405
130163,7,1,8,1.4100306769747262,0,0,93.0,0.0967741935483871
130173,3,0,1,1.5023025074805811,1,0,37.0,0.16216216216216214
130175,6,0,1,1.6122147095977906,0,0,47.0,0.06382978723404255
130182,3,0,9,0.7051927488892926,0,0,6.0,0.5
130199,2,3,1,1.4446869395305202,1,2,99.0,0.26262626262626265
130205,3,0,2,0.0,0,0,147.0,0.17006802721088435
130223,4,4,1,1.3741010532250044,2,6,16.0,0.0625
130224,6,0,3,0.0,0,0,1214.0,0.028830313014827018
130252,7,0,1,1.4982318130019057,0,0,646.0,0.0804953560371517
130281,7,0,16,1.4687986346624438,0,0,56.0,0.07142857142857142
130289,4,1,1,0.9920960697712548,1,0,20.0,0.5
130300,1,0,1,0.6294448923743687,0,0,222.0,0.06306306306306306
130301,1,0,2,1.4064193109637604,0,0,34.0,0.08823529411764706
130336,7,1,1,1.2360819789263908,0,1,77.0,0.24675324675324675
130382,8,0,1,0.7818588049190601,1,0,637.0,0.21821036106750394
130405,10,1,1,0.9808689809928912,4,2,29.0,0.13793103448275862
130412,5,2,1,1.7265155148620703,2,2,34.0,0.2647058823529412
130428,4,0,1,1.2379345093081489,0,0,25.0,0.28
130430,7,0,1,0.0,0,0,11.0,0.5454545454545454
130440,2,0,34,0.7831920193653855,0,0,148.0,0.14864864864864866
130478,1,5,1,1.4030988696521092,2,2,10.0,0.3
130497,1,5,1,1.5497452724220169,3,3,48.0,0.04166666666666666
130500,2,0,3,0.4760012864692222,0,0,37.0,0.40540540540540543
130509,4,0,1,1.3504675775788988,1,0,51.0,0.1568627450980392
130529,6,0,1,0.8103489891745556,0,0,1179.0,0.0542832909245123
130534,1,1,1,1.117701058722906,1,1,35.0,0.08571428571428573
130564,1,1,1,1.2951362795024388,0,0,62.0,0.16129032258064516
130574,2,0,1,0.948067065651436,0,0,165.0,0.2303030303030303
130575,5,0,1,1.8404912917493133,3,2,45.0,0.13333333333333333
130603,5,0,1,1.0336256010036684,0,0,59.0,0.11864406779661014
130611,10,0,5,1.2559678527759373,0,0,311.0,0.4694533762057878
130639,5,1,1,1.461415094626013,1,0,32.0,0.28125
130653,7,1,23,1.246922473404919,0,0,31.0,0.2903225806451613
130672,5,0,23,1.0601707434717071,0,0,6.0,0.5
130694,7,0,4,1.0067934422645353,0,0,271.0,0.07749077490774907
130712,2,2,19,1.1117657543685004,3,1,29.0,0.06896551724137931
130767,1,1,2,1.3179328673699766,0,3,117.0,0.21367521367521367
130773,5,0,1,0.0,0,0,8.0,0.125
130820,11,0,1,0.5673445707218335,0,0,260.0,0.09230769230769233
130828,7,0,1,1.1138860151985572,0,0,170.0,0.2764705882352941
130871,4,0,2,0.8305221046207207,0,0,728.0,0.15384615384615385
130882,8,0,1,1.0782706093674632,0,1,147.0,0.17687074829931973
130890,1,0,7,1.199478299142385,0,0,40.0,0.1
130896,6,0,7,0.6119856263303262,0,0,271.0,0.2730627306273063
130918,9,0,4,1.135431681192263,0,0,86.0,0.36046511627906974
130919,7,1,4,1.2135794103869266,0,0,34.0,0.38235294117647056
130935,7,2,1,1.3210924639166053,0,0,35.0,0.6571428571428571
130943,5,0,9,0.3941630998790811,0,2,14.0,0.14285714285714285
130958,4,0,1,1.0484366463869137,0,0,22.0,0.18181818181818185
131000,5,0,1,0.0,0,0,33.0,0.15151515151515152
131008,7,1,1,1.4759964762298114,0,0,26.0,0.4615384615384616
131039,5,0,7,0.33695320476101803,0,0,51.0,0.21568627450980396
131056,1,0,1,1.3654972744615963,0,0,245.0,0.4979591836734694
131059,10,0,1,0.0,0,0,493.0,0.35496957403651114
131110,1,3,1,1.1749063343297674,1,0,30.0,0.2333333333333333
131139,6,0,1,0.0,0,0,105.0,0.20952380952380956
131155,11,0,8,1.154356312970458,0,1,51.0,0.2352941176470588
131181,2,1,1,0.812451015479093,0,0,192.0,0.203125
131202,5,1,1,1.4124882466060982,0,0,68.0,0.1176470588235294
131239,10,0,4,1.081402025354142,0,0,184.0,0.23369565217391305
131242,4,0,1,0.9854844156666231,0,0,418.0,0.05023923444976077
131260,1,0,1,1.386648767192255,0,0,37.0,0.2972972972972973
131299,1,3,1,1.4851324085196562,3,0,70.0,0.2571428571428571
131308,4,0,1,1.9190383473350503,0,0,47.0,0.06382978723404255
131314,9,0,3,0.6819192601808644,0,0,93.0,0.1720430107526882
131316,6,0,3,0.6651621440388239,0,0,163.0,0.12883435582822084
131317,2,1,2,1.1236829161590096,2,0,30.0,0.3333333333333333
131343,5,0,3,1.9218931196007556,1,0,70.0,0.028571428571428567
131368,3,0,3,0.39535013453922,0,0,13.0,0.07692307692307693
131385,5,0,1,1.2400610718144596,0,1,508.0,0.1220472440944882
131429,1,0,1,1.0828411827604103,0,0,5.0,0.8
131476,1,0,1,1.7429981386924058,0,0,92.0,0.09782608695652174
131479,2,0,1,1.7242087525339054,0,0,16.0,0.125
131491,2,3,1,2.0159271047078366,3,2,26.0,0.038461538461538464
131497,9,0,1,1.2946300875045509,0,0,141.0,0.3120567375886525
131512,1,0,1,1.6372861692409888,0,0,206.0,0.2330097087378641
131524,5,0,8,1.0979047557654296,0,0,20.0,0.4
131525,7,0,8,1.1253876283821094,0,0,37.0,0.2702702702702703
131530,2,0,2,0.9893888421212538,0,0,1062.0,0.2382297551789077
131531,1,0,2,0.8822389038638584,0,0,945.0,0.2412698412698413
131535,5,0,1,0.0,0,0,37.0,0.08108108108108109
131551,1,0,1,1.361941298065793,0,0,50.0,0.08
131554,4,0,4,1.614988907088157,0,0,60.0,0.31666666666666665
131555,4,0,4,0.0,0,0,55.0,0.2
131557,6,0,4,1.6288354633718023,1,0,91.0,0.2637362637362637
131570,6,1,17,0.7676873551415735,1,1,17.0,0.4117647058823529
131591,2,0,1,1.3268218103955347,0,0,297.0,0.4208754208754209
131602,7,0,1,0.35354236164902425,0,0,367.0,0.11716621253405995
131645,6,0,32,0.0,0,0,219.0,0.1461187214611872
131664,7,0,4,1.204169665724289,0,0,612.0,0.08496732026143791
131693,3,0,1,1.3978809405441657,1,0,53.0,0.1320754716981132
131713,1,0,1,0.9638461201542108,0,0,336.0,0.0625
131785,1,2,1,1.204453986183276,4,2,665.0,0.13383458646616542
131815,2,2,1,1.5409606874335204,3,2,252.0,0.0873015873015873
131819,10,0,1,1.3321874831294906,0,0,77.0,0.11688311688311688
131837,6,0,1,1.2914508099187014,0,1,485.0,0.2309278350515464
131844,1,5,1,1.616632984010702,5,5,42.0,0.4047619047619048
131867,3,0,6,1.1045388606514108,0,0,685.0,0.15036496350364964
131915,1,0,1,1.6858000178493662,0,0,122.0,0.07377049180327869
131967,2,0,2,1.2036917603671329,0,0,695.0,0.007194244604316547
131973,2,0,5,1.7257938380621989,0,0,14.0,0.42857142857142855
131994,1,2,1,1.2388205454040666,1,1,81.0,0.25925925925925924
132006,1,4,1,1.3017242602808279,3,2,8.0,0.5
132037,8,0,1,1.1817653325284951,0,0,139.0,0.26618705035971224
132060,3,0,13,1.5734576928078734,0,1,53.0,0.4528301886792453
132064,4,1,13,1.3520110101461862,0,1,58.0,0.3275862068965517
132068,8,2,13,1.3172603136073553,1,4,76.0,0.4078947368421053
132072,3,1,13,1.0076859036451329,2,0,113.0,0.1592920353982301
132074,2,3,1,1.1175231314770928,2,1,62.0,0.20967741935483872
132075,7,0,1,1.2717312520641249,0,0,158.0,0.3987341772151899
132080,4,0,1,0.0,0,0,498.0,0.15461847389558234
132092,5,0,2,0.5955134444036999,0,0,68.0,0.029411764705882356
132101,8,0,3,0.0,0,0,44.0,0.13636363636363635
132145,8,1,15,0.9079239333847556,1,0,203.0,0.1330049261083744
132178,7,0,1,1.7171859959126443,0,0,45.0,0.13333333333333333
132203,4,2,1,1.4791658978534463,0,2,207.0,0.2318840579710145
132233,1,1,1,1.3793755717388991,1,0,199.0,0.2663316582914573
132239,11,0,4,0.0,0,0,102.0,0.19607843137254904
132284,3,0,1,0.0,0,0,71.0,0.04225352112676056
132292,4,0,1,1.0344800237797234,0,1,3.0,0.3333333333333333
132325,1,0,16,1.2532624546091944,0,0,40.0,0.175
132337,2,0,16,1.035491640984601,0,0,59.0,0.1016949152542373
132395,2,1,1,0.802351053027732,0,0,45.0,0.022222222222222227
132397,10,0,3,0.0,0,0,93.0,0.1827956989247312
132400,6,0,1,0.5604068919036513,1,0,25.0,0.08
132405,5,1,1,1.2131954400819709,0,0,178.0,0.02808988764044944
132413,2,2,8,1.2082903276164207,1,0,62.0,0.12903225806451613
132414,3,0,8,1.1440751327359715,0,0,46.0,0.10869565217391304
132423,8,2,1,1.5347939561756871,0,0,15.0,0.2
132464,8,0,1,0.0,0,0,454.0,0.1696035242290749
132483,6,0,1,1.3879855384558868,0,0,111.0,0.0990990990990991
132518,11,0,1,0.0,0,0,211.0,0.14691943127962084
132521,6,1,1,1.6647391577170323,1,2,8.0,0.125
132526,8,1,1,1.5065549454820557,4,1,140.0,0.37142857142857133
132529,8,0,3,1.2192624345028893,0,0,661.0,0.26021180030257185
132530,6,4,3,1.0938907261120394,0,2,48.0,0.14583333333333334
132545,1,2,1,1.6111885008232547,0,0,63.0,0.25396825396825395
132560,1,1,1,1.532661647803515,1,1,110.0,0.1
132576,3,0,1,1.3667940045444245,0,0,118.0,0.01694915254237288
132591,3,0,1,1.9520051386439543,0,0,41.0,0.2682926829268293
132607,5,3,1,0.89503413640301,1,2,108.0,0.05555555555555555
132618,8,0,1,1.4475850991874444,0,0,561.0,0.2638146167557932
132636,4,2,1,1.6963296403931802,0,0,61.0,0.032786885245901634
132640,2,1,1,1.0798434196116566,1,0,249.0,0.056224899598393566
132662,7,0,3,0.0,0,0,600.0,0.0016666666666666668
132673,5,0,1,0.9486653060528316,0,0,224.0,0.19642857142857145
132725,3,0,1,0.8997059169294568,0,0,34.0,0.3235294117647059
132772,2,2,1,2.2060033436323407,2,1,21.0,0.047619047619047616
132822,7,0,1,1.267786849058812,0,0,73.0,0.0821917808219178
132828,8,0,1,1.186823717756065,0,0,31.0,0.4516129032258064
132860,7,0,1,0.7398814605330073,0,0,1287.0,0.10644910644910643
132873,5,1,2,1.4022871226328677,2,1,414.0,0.3164251207729469
132874,2,1,1,1.3442208643030829,1,2,125.0,0.16
132883,3,2,1,1.7982873984404324,0,3,18.0,0.1111111111111111
132891,5,1,1,1.0908041124952366,3,0,33.0,0.060606060606060615
132909,5,0,1,0.0,0,0,67.0,0.059701492537313425
